Topic1,Topic2,Topic3,Topic4,Topic5,Topic6,Topic7,Topic8,Topic9,Topic10,Topic11,Topic12,Topic13,Topic14,Topic15,Topic16,Topic17,Topic18,Topic19,Topic20,Topic21,Topic22,Topic23,Topic24,Topic25,Topic26,Topic27,Topic28,Topic29,Topic30,Topic31,Topic32,Topic33
0.20821048846391638,0.00022956841138690206,0.0002295684113869006,0.00022956841138690835,0.00022956841138690353,0.0002295684113868988,0.00022956841138689626,0.00022956841138690187,0.0002295684113869027,0.00022956841138690128,0.00022956841138690223,0.0002295684113869025,0.00022956841138689353,0.00022956841138689635,0.00022956841138689914,0.035402764015709944,0.0002295684113869103,0.00022956841138689813,0.00022956841138690236,0.00022956841138689797,0.00022956841138689865,0.00022956841138688943,0.00022956841138690047,0.20509174918408027,0.00022956841138689794,0.0002295684113869085,0.00022956841138690795,0.00022956841138690133,0.0002295684113869028,0.00022956841138690074,0.00022956841138689504,0.5446375144060733,0.000229568411386911
0.00023490721165170858,0.00023490721165171847,0.0002349072116517201,0.00023490721165171896,0.00023490721165171367,0.00023490721165171684,0.0002349072116517119,0.00023490721165171123,0.0002349072116517125,0.23612829612793487,0.00023490721165170928,0.0002349072116517086,0.00023490721165171934,0.00023490721165171045,0.00023490721165170592,0.00023490721165170652,0.0002349072116517174,0.00023490721165170914,0.5698518204261873,0.00023490721165170763,0.00023490721165171584,0.00023490721165170573,0.00023490721165170993,0.00023490721165171508,0.00023490721165171527,0.0002349072116517115,0.00023490721165171294,0.00023490721165171847,0.000234907211651721,0.00023490721165171473,0.00023490721165170727,0.18697266709632657,0.0002349072116517135
5.965163445488083e-05,5.965163445488012e-05,0.338575945489058,5.96516344548808e-05,5.96516344548825e-05,5.9651634454882805e-05,5.965163445487945e-05,5.965163445488171e-05,5.9651634454881083e-05,0.4216892780587417,5.9651634454879904e-05,5.9651634454881815e-05,5.965163445488005e-05,5.965163445488277e-05,5.965163445487953e-05,5.965163445488006e-05,5.965163445488018e-05,5.965163445488025e-05,5.965163445488216e-05,5.965163445487919e-05,5.965163445487871e-05,5.965163445487856e-05,5.965163445488064e-05,5.965163445488302e-05,5.965163445487892e-05,5.965163445487989e-05,5.965163445487995e-05,5.965163445488135e-05,5.96516344548816e-05,0.23794522741855384,5.965163445487929e-05,5.965163445488112e-05,5.965163445488056e-05
5.965163445488083e-05,5.965163445488012e-05,0.338575945489058,5.96516344548808e-05,5.96516344548825e-05,5.9651634454882805e-05,5.965163445487945e-05,5.965163445488171e-05,5.9651634454881083e-05,0.4216892780587417,5.9651634454879904e-05,5.9651634454881815e-05,5.965163445488005e-05,5.965163445488277e-05,5.965163445487953e-05,5.965163445488006e-05,5.965163445488018e-05,5.965163445488025e-05,5.965163445488216e-05,5.965163445487919e-05,5.965163445487871e-05,5.965163445487856e-05,5.965163445488064e-05,5.965163445488302e-05,5.965163445487892e-05,5.965163445487989e-05,5.965163445487995e-05,5.965163445488135e-05,5.96516344548816e-05,0.23794522741855384,5.965163445487929e-05,5.965163445488112e-05,5.965163445488056e-05
0.00015001500150038346,0.00015001500150038386,0.0001500150015003851,0.00015001500150038996,0.000150015001500387,0.00015001500150038576,0.00015001500150038554,0.00015001500150039056,0.00015001500150038758,0.1691190771872768,0.00015001500150038175,0.00015001500150038402,0.00015001500150038042,0.3895618487573547,0.00015001500150038885,0.00015001500150039294,0.00015001500150038714,0.00015001500150039717,0.00015001500150038627,0.00015001500150038774,0.00015001500150038603,0.00015001500150038026,0.00015001500150038348,0.30195129815804816,0.00015001500150038286,0.00015001500150038484,0.00015001500150038633,0.00015001500150039202,0.00015001500150038527,0.00015001500150038703,0.00015001500150038443,0.1350173408538092,0.00015001500150038066
0.00012626262626286202,0.00012626262626286267,0.00012626262626286484,0.059014406645531196,0.00012626262626286316,0.00012626262626285985,0.00012626262626286132,0.00012626262626286045,0.5348981488398002,0.00012626262626286465,0.00012626262626286056,0.0001262626262628622,0.00012626262626286105,0.3111142907216,0.00012626262626286088,0.00012626262626285885,0.00012626262626286256,0.00012626262626286102,0.0001262626262628638,0.00012626262626285996,0.00012626262626286435,0.0001262626262628565,0.0001262626262628591,0.09131153763144562,0.0001262626262628569,0.00012626262626285977,0.00012626262626286273,0.00012626262626286197,0.0001262626262628621,0.0001262626262628633,0.0001262626262628588,0.00012626262626286487,0.00012626262626285823
0.0002612330198539575,0.0002612330198539755,0.0002612330198539587,0.000261233019853964,0.5055311167785753,0.0002612330198539538,0.00026123301985397896,0.00026123301985395587,0.000261233019853967,0.0002612330198539649,0.0002612330198539587,0.00026123301985396215,0.00026123301985395175,0.00026123301985396156,0.00026123301985397137,0.00026123301985397576,0.0002612330198539585,0.047962434706409686,0.00026123301985396476,0.0002612330198539532,0.0002612330198539516,0.00026123301985394513,0.00026123301985395874,0.17620036054608612,0.0002612330198539542,0.00026123301985395614,0.00026123301985396703,0.262730330393164,0.000261233019853955,0.00026123301985396356,0.0002612330198539706,0.00026123301985396324,0.0002612330198539558
0.0001500150015004568,0.00015001500150045772,0.00015001500150046222,0.00015001500150046233,0.16405669246738522,0.00015001500150045458,0.0001500150015004555,0.00015001500150045878,0.0001500150015004622,0.360653455423863,0.00015001500150045653,0.00015001500150045827,0.00015001500150046217,0.00015001500150046312,0.000150015001500461,0.0001500150015004576,0.00015001500150046073,0.00015001500150046222,0.0996682411272416,0.0001500150015004645,0.00015001500150045415,0.00015001500150045528,0.00015001500150045658,0.07378406280976221,0.00015001500150045496,0.0001500150015004557,0.12280295196821535,0.07546400670960862,0.00015001500150045618,0.09967019945491201,0.00015001500150045835,0.00015001500150045848,0.00015001500150045482
0.00017516202487340035,0.0001751620248734032,0.0001751620248733958,0.10494539000166757,0.15698298059737253,0.00017516202487339103,0.00017516202487339477,0.00017516202487339179,0.00017516202487340466,0.07734885809467365,0.00017516202487339078,0.00017516202487339095,0.00017516202487339442,0.00017516202487339677,0.00017516202487339347,0.00017516202487339095,0.0001751620248733991,0.00017516202487339696,0.00017516202487339872,0.0001751620248733914,0.00017516202487338962,0.00017516202487339054,0.00017516202487339298,0.15106811280507856,0.0001751620248733918,0.00017516202487339935,0.00017516202487339488,0.4015825011479833,0.00017516202487341355,0.00017516202487340022,0.00017516202487339366,0.00017516202487339702,0.1033427826816427
0.00014854426619157854,0.00014854426619158027,0.00014854426619158054,0.03916133281186361,0.00014854426619158464,0.00014854426619157542,0.00014854426619158057,0.00014854426619157667,0.1244456330410867,0.22238246787924604,0.00014854426619157705,0.00014854426619157602,0.0001485442661915754,0.00014854426619158125,0.00014854426619157707,0.00014854426619157935,0.00014854426619158366,0.000148544266191577,0.02528741708612105,0.00014854426619157634,0.027484923031079446,0.00014854426619157355,0.00014854426619158103,0.2142812108171611,0.0001485442661915794,0.00014854426619157856,0.11791927300544507,0.14209976319146897,0.00014854426619157875,0.08337291674793017,0.0001485442661915789,0.00014854426619158128,0.0001485442661915822
0.0002349072116517532,0.00023490721165175463,0.00023490721165175056,0.0002349072116517531,0.00023490721165176696,0.00023490721165175823,0.00023490721165175392,0.00023490721165175409,0.416885113188754,0.00023490721165175037,0.00023490721165174894,0.0002349072116517473,0.00023490721165174257,0.24256678452198363,0.00023490721165175514,0.00023490721165175067,0.00023490721165176753,0.0002349072116517519,0.0002349072116517587,0.00023490721165175482,0.00023490721165175143,0.0002349072116517523,0.00023490721165175894,0.3335008859397097,0.00023490721165174246,0.0002349072116517556,0.0002349072116517537,0.00023490721165175376,0.00023490721165174688,0.00023490721165175617,0.0002349072116517467,0.0002349072116517628,0.0002349072116517467
0.5132836444665906,0.00020898641588324481,0.0002089864158832497,0.00020898641588324194,0.197351219944823,0.00020898641588324056,0.00020898641588324105,0.0002089864158832407,0.00020898641588324522,0.00020898641588324747,0.00020898641588324248,0.0002089864158832421,0.00020898641588325184,0.00020898641588325322,0.00020898641588324086,0.00020898641588324734,0.00020898641588324904,0.00020898641588324636,0.0002089864158832515,0.00020898641588324584,0.00020898641588324777,0.00020898641588324216,0.00020898641588324563,0.2830955431120893,0.00020898641588324351,0.0002089864158832402,0.00020898641588324243,0.00020898641588324986,0.0002089864158832439,0.0002089864158832466,0.00020898641588324118,0.00020898641588324763,0.0002089864158832441
0.00022614201718706785,0.00022614201718706867,0.00022614201718706932,0.00022614201718707187,0.00022614201718707084,0.00022614201718707013,0.0002261420171870711,0.00022614201718706552,0.43556670529470515,0.00022614201718706907,0.0002261420171870693,0.00022614201718706208,0.000226142017187068,0.3636450308559505,0.0002261420171870634,0.0002261420171870662,0.00022614201718707775,0.00022614201718706476,0.00022614201718707612,0.00022614201718706585,0.00022614201718707466,0.00022614201718706316,0.0002261420171870646,0.1940040033337324,0.00022614201718706127,0.00022614201718706655,0.00022614201718707054,0.0002261420171870709,0.00022614201718706815,0.00022614201718706848,0.00022614201718706344,0.00022614201718707403,0.00022614201718706455
9.324009324020655e-05,9.324009324020646e-05,9.324009324020651e-05,0.32594716466814055,9.324009324020644e-05,9.324009324020525e-05,9.324009324020514e-05,9.324009324020563e-05,0.646779703802267,9.324009324020734e-05,9.324009324020737e-05,9.32400932402056e-05,9.324009324020669e-05,9.324009324020666e-05,9.324009324020505e-05,9.32400932402074e-05,9.324009324020822e-05,9.324009324020548e-05,9.32400932402079e-05,9.324009324020617e-05,9.324009324020533e-05,9.324009324020417e-05,9.324009324020596e-05,0.02447592873238604,9.324009324020621e-05,9.324009324020581e-05,9.324009324020775e-05,9.324009324020573e-05,9.324009324020593e-05,9.324009324020701e-05,9.324009324020518e-05,9.324009324021009e-05,9.32400932402048e-05
8.707767328468073e-05,8.707767328468058e-05,8.707767328468025e-05,0.29346561913648456,8.707767328468032e-05,8.707767328467911e-05,8.707767328467917e-05,8.707767328467983e-05,0.550661713846831,8.707767328468147e-05,8.707767328468085e-05,8.707767328468005e-05,8.70776732846805e-05,8.707767328468084e-05,8.70776732846792e-05,8.707767328468085e-05,8.707767328468131e-05,8.707767328467934e-05,8.707767328468088e-05,8.707767328467958e-05,8.707767328467916e-05,8.707767328467829e-05,8.707767328467993e-05,0.15326033681814408,8.707767328467941e-05,8.707767328467979e-05,8.707767328468149e-05,8.707767328468014e-05,8.70776732846801e-05,8.707767328468077e-05,8.707767328467955e-05,8.707767328468304e-05,8.707767328467871e-05
0.0001893939393940676,0.0001893939393940698,0.00018939393939406944,0.00018939393939406858,0.903407396773769,0.00018939393939406608,0.0001893939393940763,0.0001893939393940671,0.00018939393939406955,0.0001893939393940763,0.00018939393939407045,0.00018939393939406627,0.00018939393939407226,0.0001893939393940697,0.000189393939394069,0.00018939393939407085,0.00018939393939407337,0.0001893939393940692,0.00018939393939407812,0.00018939393939406665,0.00018939393939406676,0.00018939393939406568,0.0001893939393940674,0.09072139110501484,0.00018939393939406836,0.0001893939393940683,0.00018939393939407077,0.00018939393939407026,0.00018939393939407007,0.0001893939393940705,0.0001893939393940682,0.0001893939393940698,0.00018939393939407478
